number	title	artist	lyrics
09604	AMIGO FORTE	Amado Batista	Como é linda a vida quando
01683	AMOR MEU LOUCO AMOR	Amado Batista	Além do teu olhar o que mais pode
09632	CARTA SOBRE A MESA	Amado Batista	Deixe-me renascer viver e ...
16347	CHANCE	Amado Batista	Quero te dizer baixinho com todo carinho
09417	CHUVA DE VENTO	Amado Batista	Vento que venta lá fora leva esta saudade
04230	COMO NA PRIMEIRA VEZ	Amado Batista	Quando o amor nos acontece
07583	DESISTO	Amado Batista	Rosto que beijei corpo que abracei
16784	DESLIGA A LUZ E O TELEFONE	Amado Batista	Olha amor eu vim de longe pra te ver
09677	EU QUERO É NAMORAR	Amado Batista	Eu pensei Em te dar o meu ...
07129	EU SOU SEU FÃ	Amado Batista	Quando você me quiser quando resolver
16515	FOLHA SECA	Amado Batista	Fazia um dia bonito quando ele chegou
15412	IMPÉRIO DOS SENTIDOS	Amado Batista	Eu venho num sonho bonito das cores
16706	MENININHA MEU AMOR	Amado Batista	Eu nao consigo esquecer voce
06941	MEU EX-AMOR	Amado Batista	Eu tive um amor amor tão bonito daqueles que
02811	MUITOS COMPROMISSOS	Amado Batista	Quanto tempo você vai chorar por mim
01921	NÃO QUERO FALAR COM ELA	Amado Batista	Se ela ligar outra vez
06625	O FRUTO DO NOSSO AMOR (AMOR PERFEITO)	Amado Batista	Amor perfeito existia entre nós dois
16867	O JULGAMENTO	Amado Batista	Sempre quando eu voltava para o
16141	O NEGÓCIO DA CHINA	Amado Batista	Eu vou levar você pra comer no meu apê
04327	O POBRETÃO	Amado Batista	Que pena que eu não posso ser
07656	O PRÍNCIPE	Amado Batista	Eu não esqueço da primeira ...
03856	PRINCESA	Amado Batista	Ao te ver pela primeira vez
15268	QUEM É VOCÊ	Amado Batista	Quem é você que me escreve
06975	RECLAMANDO SUA AUSÊNCIA	Amado Batista	Eu sei foi o amor que fez você me amar
06353	SECRETÁRIA (ASSÉDIO SEXUAL)	Amado Batista	Ela chega tão meiga e tão bela puxa as
16630	SERENATA	Amado Batista	Ah como eu queria
09880	SERESTEIRO DAS NOITES	Amado Batista	Existem momentos na vida que lembramos até
15633	TRAVESSEIRO AZUL	Amado Batista	Tanto faz se é noite ou dia uma luz me
09355	VÁ EMBORA	Amado Batista	Vá embora do meu mundo não
16993	VEM MORENA	Amado Batista	Vem morena vem vem amar
17140	SOU IGUALZINHO A VOCE	Amado Batista - Elias Vagner	Todo dia a mesma coisa tudo era sempre igual
17061	A UNICA	Amado Batista - Reginaldo Sodre	Sempre quando eu chego em casa
16680	SAIBA	Amanda Magalhaes - Seu Jorge	Amar voce e tao facil
22001	TA CHORANDO PORQUE?	Amanda Wanessa	Ta chorando porque? Se você tem um Deus...
03876	FOI DEUS QUEM FEZ VOCÊ	Amelinha	Foi Deus que fez o céu o rancho das estrelas
03796	FREVO MULHER	Amelinha	Quantos aqui ouvem, os olhos eram de
09288	MULHER NOVA, BONITA E CARINHOSA	Amelinha	Numa luta de gregos e troianos
09083	A HORSE WITH NO NAME	America	On the first part of the journey I was lookin' at
05918	I NEED YOU	America	We used to laugh we used to cry
05935	LONELY PEOPLE	America	This is for all the lonely people
02630	SISTER GOLDEN HAIR	America	Well I tried to make it Sunday
02558	TIN MAN	America	Sometimes late when things are real
05997	VENTURA HIGHWAY	America	Chewing on a piece of grass
20145	YOU CAN DO MAGIC	America	I never believed in things
04929	KNOCK ON WOOD	Amii Stewart	I don't want to lose you
19384	I'LL BE HOME FOR CHRISTMAS	Amy Grant	I'm dreaming tonight of a place I love
19762	DREAM TOO MUCH	Amy Lee	There s a monkey in the band
02541	BACK TO BLACK	Amy Winehouse	He left no time to regret
02546	LOVE IS A LOSING GAME	Amy Winehouse	For you I was the flame
05959	REHAB	Amy Winehouse	They tried to make me go to
05985	TEARS DRY ON THEIR OWN	Amy Winehouse	All I can ever be to you
19596	VALERIE	Amy Winehouse	Well sometimes I go out by myself
02550	YOU KNOW I'M NO GOOD	Amy Winehouse	Meet you downstairs in the bar and heard
01981	A ANA	Ana Cañas	A Ana disse ontem ...
01552	ESCONDERIJO	Ana Cañas	Procuro a solidão como o ar procura
15272	SERÁ QUE VOCÊ ME AMA?	Ana Cañas	Tudo do avesso tudo certo tudo no começo
15885	TE VER FELIZ	Ana Cañas	Na nara na... Eu não tenho uma letra
01481	10 MINUTOS	Ana Carolina	Por que você não atende as ...
07891	A CANÇÃO TOCOU NA HORA ERRADA	Ana Carolina	A canção tocou na hora errada
09393	AQUI	Ana Carolina	Aqui eu nunca disse que...
07921	CARVÃO	Ana Carolina	Surgiu como um clarão um...
16025	COISAS	Ana Carolina	O meu corpo me deixa confusa quando o seu olhar
15288	COMBUSTÍVEL	Ana Carolina	Fiz de você meu combustível meu
07932	CONFESSO	Ana Carolina	Confesso acordei achando tudo indifere te
01654	DOIS BICUDOS	Ana Carolina	Quando te vi andava tão desprevenido
09443	É MÁGOA	Ana Carolina	É mágoa já vou dizendo de antemão se eu
06413	ELA É BAMBA	Ana Carolina	Ela é bamba ela é bamba...
07348	ELEVADOR (LIVRO DE ESQUECIMENTO)	Ana Carolina	Pra que te espero de braços abertos
06694	ENCOSTAR NA TUA	Ana Carolina	Eu quero te roubar pra mim
09676	EU QUE NÃO SEI QUASE NADA DO MAR	Ana Carolina	Garimpeira da beleza te achei na beira
04316	GARGANTA	Ana Carolina	Minha garganta estranha quando não te
07975	HOJE EU TÔ SOZINHA	Ana Carolina	Hoje eu tô sozinha e não aceito conselho
15701	LIBIDO	Ana Carolina	No anúncio da revista ou na obra de arte
07629	MAIS QUE ISSO	Ana Carolina	Eu não vou gostar de você porque sua cara é
09488	NADA PRA MIM	Ana Carolina	Eu não vim aqui pra entender ou explicar
16544	NAO TEM NO MAPA	Ana Carolina	As vezes eu me chamo por ai
06827	NUA	Ana Carolina	Olho a cidade ao redor e nada
06870	PRA RUA ME LEVAR	Ana Carolina	Não vou viver... Como alguém...
16886	PRA TERMINAR	Ana Carolina	Pra comecar dizer que o amor
02739	PROBLEMAS	Ana Carolina	Qualquer distância entre...
09521	QUE SE DANEM OS NÓS	Ana Carolina	Vim gastando meus sapatos me livrando de
06109	QUEM DE NÓS DOIS	Ana Carolina	Eu e você não é assim tão complicado não é
07694	ROSAS	Ana Carolina	Você pode me ver do jeito que
09334	RUAS DE OUTONO	Ana Carolina	Nas ruas de outono os meus ...
02931	SIMPLESMENTE ACONTECEU	Ana Carolina	Simplesmente aconteceu
02818	TÁ RINDO, É?	Ana Carolina	Ah hoje eu quebrei o meu despertador
09898	TOLERÂNCIA	Ana Carolina	Como água no deserto procirei seu passo
06757	UMA LOUCA TEMPESTADE	Ana Carolina	Eu quero uma Lua plena eu ...
01179	VAI	Ana Carolina	Espera aí nem vem com essa
15357	UN SUEÑO BAJO EL AGUA	Ana Carolina - Chiara	Fios elétricos luvas ...
01671	ENTREOLHARES	Ana Carolina e John Legend	Se ficar assim me olhando
02692	MAIS QUE A MIM	Ana Carolina-Maria Gadú	Ouvi dizer que você tá bem
07114	É ISSO AÍ	Ana Carolina-Seu Jorge	É isso aí... Como a gente achou ...
16517	PAGINA MARCADA	Ana Clara - Atitude 67	Voce diz que sabe tudo mas de mim nao sabe nada
01708	QUANDO A GENTE AMA PRA VALER	Ana e Mú	Quando a gente ama não há ...
17077	NAO TE LARGO, NAO TE TROCO	Ana Gabriela - Melim	Sabe quando a gente fica bobo
07855	PODER DO TEU AMOR	Ana Paula Valadão	Senhor eis-me aqui vem transformar meu
16717	PRA NAO TE ACORDAR	Ana Vilela	Sorte e ver voce sorrindo
16298	PROMETE	Ana Vilela	Prometa que não vai crescer distante
16157	TREM-BALA	Ana Vilela	Não é sobre ter todas as pessoas do mundo
16086	AGORA EU QUERO IR	Anavitória	Encontrei descanso em você me arquitetei
16371	AI AMOR	Anavitória	Ei fiz questao da promessa lembrar
16219	DENGO	Anavitória	O dengo me fala tudo sobre o mundo
16927	NOS	Anavitória	Se for ficar fica de uma vez nao enrola
16836	PORQUE EU TE AMO	Anavitória	Eu poderia acordar sem teu olhar de sono
16149	SINGULAR	Anavitória	É tão singular o jeito que me observa acordar
17019	NAO PASSA VONTADE	Anavitoria - Duda Beat	Quando e que voce chega amor
16206	FICA	Anavitória - Matheus e Kauan	Mapeei a dedo tuas sardas
17121	AMARELO, AZUL E BRANCO	Anavitoria - Rita Lee	Deixa eu me apresentar
16169	TREVO (TU)	Anavitória - Tiago Iorc	Tu é trevo de quatro folhas
16548	PUPILA	Anavitoria - Vitor Kley	Como que eu vou dizer pra ela
16073	RARIDADE	Anderson Freire	Não consigo ir além do teu olhar
02456	IDENTIDADE	Anderson Freire-Bruna Karla	Não vou negar quem sou não
20197	RISE UP	Andra Day	You re broken down and tired
07780	EU E MINHA CASA	André Valadão	Quero consagrar meu lar a Ti
07796	MAIS QUE ABUNDANTE	André Valadão	Meu Deus é mais que...
07800	MILAGRES	André Valadão	Posso crer que em minha vida o milagre vai
02427	PELA FÉ	André Valadão	Oh oh oh...pela fé posso...
02470	SE EU ME HUMILHAR	André Valadão	Neste lugar Tu és real
02480	VOU CRER	André Valadão	Colocar minha fé em Ti
20274	MISHALE	Andru Donalds	From the fist time that I loved you
19395	SAVE ME NOW	Andru Donalds	Here I am in a place that I
02525	I JUST WANT TO BE YOUR EVERYTHING	Andy Gibb	For so long You and me been finding
04581	HAWAIIAN WEDDING SONG	Andy Williams	This is the moment I've waited for
04538	LOVE STORY	Andy Williams	Where do I begin? to tell the
04539	MOON RIVER	Andy Williams	Moon River wider than a mile
04595	MORE	Andy Williams	More than the greatest love
05988	THE IMPOSSIBLE DREAM	Andy Williams	To dream the impossible dream
07966	FALHASTE CORAÇÃO	Ângela Maria	E tu que acreditavas mandar em todo
01276	TANGO PRA TEREZA	Ângela Maria	Hoje alguém pôs a rodar um disco de
01287	ESCUTA	Ângela Maria-Emílio Santiago	Escuta vamos fazer um contrato enxuga o
06891	AMOR, MEU GRANDE AMOR	Ângela Rô Rô	Amor meu grande amor não chegue na hora
07570	CHANCE DE AMAR	Ângela Rô Rô	Não é por sentir que te quero nem por saber
07321	COMPASSO	Ângela Rô Rô	É o que pulsa o meu sangue quente
15896	ESCÂNDALO	Ângela Rô Rô	Mas doce irmã que que você quer...
07447	SIMPLES CARINHO	Ângela Rô Rô	Amar é sofrer eu vou te dizer mas vou duvidar
06635	SÓ NOS RESTA VIVER	Ângela Rô Rô	Dói em mim saber que a solidão existe
01420	TOLA FOI VOCÊ	Ângela Rô Rô	Tola foi você ao me abandonar desprezando
01348	VICIEI EM VOCÊ	Ângela Rô Rô	Eu não quero mais querer você
16865	FOGUEIRA	Angela Ro Ro - Maria Bethania	Por que queimar minha fogueira
16182	FELIZ DA VIDA	Ângela Rô Rô - Paulinho Moska	Sonho ou esperança encontrar alguém assim
07196	O CAFONA	Ângela Valle-Paulo Sérgio Valle	Eu eu eu... Eu quero eu quero...
01493	BLUE JEANS	Angélica	Vocês não vão acreditar na história que eu
03993	CIÚME	Angélica	Eu queria entender direito essa paixão
03429	MAGIA	Angélica	Sol de verão queimando no meu corpo
04361	MEU HERÓI	Angélica	Ele é meu herói príncipe encantado
01621	PRIMEIRO AMOR (IF)	Angélica	Se você quiser saber quem sou
04217	TERRA DO NUNCA	Angélica	Lápis de cor, bicicleta, bom bom
01820	VOU DE TÁXI	Angélica	Pela janela do meu quarto
06561	A PRIMEIRA NAMORADA	Ângelo Máximo	A chuva já molhou a rua a noite está chegando
06456	DOMINGO FELIZ (BEAUTIFUL SUNDAY)	Ângelo Máximo	Meu domingo alegre vai ser pois pretendo sair
04623	DON'T LET ME BE MISUNDERSTOOD	Animals (The)	Baby, do you understand me now
04552	THE HOUSE OF THE RISING SUN	Animals (The)	There is a house in New Orleans
07296	ALGUÉM ME DISSE	Anísio Silva	Alguém me disse que tu andas novamente
09176	SWEET LOVE	Anita Baker	With all my heart I love you baby
19808	RING MY BELL	Anita Ward	Im glad youre home
15882	BANG	Anitta	Vem na maldade com vontade
15603	BLÁ, BLÁ, BLÁ	Anitta	Vou rebolar só porque você não gosta se
15883	DEIXA ELE SOFRER	Anitta	Deixa ele chorar deixa ele chorar
15341	MEIGA E ABUSADA	Anitta	Eu posso conquistar tudo o que eu que
15302	MENINA MÁ	Anitta	Me olha e deseja que eu veja mas já digo
15707	NA BATIDA	Anitta	Não dá mole vem pra cá...
15307	NÃO PARA	Anitta	Hoje cê pode chegar que eu tô querendo
16437	NÃO PERCO MEU TEMPO	Anitta	Olha s te falei desse jeito no vai rolar
15991	NO MEU TALENTO	Anitta	Chega fecha o closet na maldade que hoje eu vou
16637	PANTERA	Anitta	Te avisaram do perigo que e pra ter cuidado
16254	PARADINHA	Anitta	Yo te quiero ver enloquecer
15748	RITMO PERFEITO	Anitta	Sei lá o que será que você tem...
15192	SHOW DAS PODEROSAS	Anitta	Prepara que agora é hora do show das
15320	ZEN	Anitta	Ohh ... Olha cê me faz tão bem só de
16540	VOCE MENTIU	Anitta - Caetano Veloso	Voce mentiu
15923	ESSA MINA É LOUCA	Anitta - Jhama	Essa mina é louca quando eu...
16673	COMBATCHY	Anitta - Lexa - Luisa Sonza - MC Rebecca	Agora vai comecar o combatchy
16618	ONDA DIFERENTE	Anitta - Ludmilla - Snoop Dog - Papatinho	A noite esta cada vez melhor
16114	SIM OU NÃO	Anitta - Maluma	Se quiser jogar vem
16649	SOME QUE ELE VEM ATRAS	Anitta - Marilia Mendonca	Amiga do ceu
16704	ATE O CEU	Anitta - MC Cabelinho	E olha como ela chegou de
16480	TERREMOTO	Anitta - MC Kevinho	Essa mina sem vergonha
16694	MEU MEL	Anitta - Melim	Meu mel lembra aquele
16250	SUA CARA	Anitta - Pabllo Vittar - Major Lazer	Major Lazer run the world
15649	COBERTOR	Anitta - Projota	Eu sei que o tempo pode afastar a gente mas
16742	JOGACAO	Anitta - Psirico	Chamei as amigas pro baile
16017	CRAVO E CANELA	Anitta - Vitin	Tão bela ela é linda de verdade
16728	VAI MALANDRA	Anitta-MC Zaac-Maejor-Tropkillaz-DJ Yuri	Vai malandra an an
07746	AMIGOS PELA FÉ	Anjos de Resgate	Quem me dará um ombro amigo quando eu
19166	CUPS (PITCH PERFECT'S "WHEN I'M GONE")	Anna Kendrick	I got my ticket for the long way round
07156	INDECENTE	Anne Duá	Não há santo que aguente uou você fazendo
09238	YOU NEEDED ME	Anne Murray	I cried a tear you wiped it dry
04745	NO MORE I LOVE YOUS	Annie Lennox	I used to be lunatic from the gracious
20368	WHY	Annie Lennox	Why why... How many times do I have to try
09155	PUT A LITTLE LOVE IN YOUR HEART	Annie Lennox-Al Green	Think of your fellow man lend him a help
06908	DESACATO	Antônio Carlos e Jocafi	Inesquecível aquele amor que nem sequer
06986	TEIMOSA	Antônio Carlos e Jocafi	Nas peripécias do amor teimosa
03549	VOCÊ ABUSOU	Antônio Carlos e Jocafi	Você abusou tirou partido de mim abusou
04427	CANTO ALEGRETENSE	Antônio Fagundes	Não me perguntes onde fica o Alegrete
01376	CARA A CARA	Antônio Marcos	Cara a cara... É pra valer vamos falar
06919	EU TENHO UM AMOR MELHOR QUE O SEU	Antônio Marcos	Todo o amor que eu lhe dei você nem ligou
06939	MENINA DE TRANÇA	Antônio Marcos	Desde os tempos de criança você usava
01618	ORAÇÃO DE UM JOVEM TRISTE	Antônio Marcos	Eu tanto ouvia falar em ti por isso hoje
01397	QUEM DÁ MAIS	Antônio Marcos	Eu quero me ver em mil novecentos
06351	SE EU PUDESSE CONVERSAR COM DEUS	Antônio Marcos	Eu hoje estou tão triste eu precisava tanto
04376	SONHOS DE UM PALHAÇO	Antônio Marcos	Vejam só que história boba...
02934	SOU EU	Antônio Marcos	Eu não quero nunca mais
16580	VOCE PEDIU E EU JA VOU DAQUI	Antônio Marcos	Voce pediu e eu ja vou daqui
16290	TE AMANDO MAIS QUE PINGA	Antony e Gabriel - Munhoz e Mariano	Ela acorda cedo e eu meio-dia
19872	BOOM SHACK-A-LAK	Apache Indian	Wind your body wriggle your belly
04759	RAIN AND TEARS	Aphrodite's Child	Rain and tears are the same
02498	SALMOS 23 E 91	Apocalipse 16	O Senhor é meu pastor e nada me falta
04864	BARBIE GIRL	Aqua	Hi ya Barbie Hi Ken You wanna go for a ride?
19585	MY OH MY	Aqua	My oh my do you wanna say goodbye
19765	I GAVE IT ALL	Aquilo	This glass it breaks
06204	AMANTES	Araketu	Vou caminhando nas ruas pensando em
03017	ARA KETU BOM DEMAIS	Araketu	Não dá pra esconder
03990	AURORA	Araketu	Como eu vou ficar, amor
15366	CARTA BRANCA	Araketu	Por amor eu faço mil loucuras se você
06328	COBERTOR	Araketu	Como é que você foi embora sem dizer pelo
06060	FACE OCULTA	Araketu	Ô ô ié ié ié ié hum... Sonhei com você será
04041	MAL ACOSTUMADO	Araketu	Amor de verdade eu só senti
04323	MINHA RAZÃO DE VIVER	Araketu	Como eu digo ao meu coração
03586	NOSSA GUERRA SANTA	Araketu	Esse nosso amor é uma loucura
03893	PIPOCA	Araketu	O Araketu o Araketu quando toca
03389	SEMPRE SERÁ	Araketu	Gosto de ficar te olhando
03978	TÁ NA CARA	Araketu	Basta uma brisa da praia
03775	TENTAÇÃO	Araketu	No meu corpo ficou a lembrança
07260	TOMA LÁ, DÁ CÁ	Araketu	Toma lá dá cá me dá meu troco
06560	VOLTA	Araketu	Amor minha maior felicidade é ver você
04654	SUGAR SUGAR	Archies (The)	Sugar ah honey honey
19329	DO I WANNA KNOW	Arctic Monkeys	Have you got colour in your cheeks
19031	FLUORESCENT ADOLESCENT	Arctic Monkeys	You used to get it in your fishnets
19981	A DEEPER LOVE	Aretha Franklin	Pride a deeper love
20002	CHAIN OF FOOL	Aretha Franklin	Chain chain chain... Chain of fools
02652	RESPECT	Aretha Franklin	What you want baby I got it What you need
20371	7 RINGS	Ariana Grande	Breakfast at Tiffany`s and bottles of bubbles
19826	NO TEARS LEFT TO CRY	Ariana Grande	Right now Im in a state of mind
19364	ONE LAST TIME	Ariana Grande	I was a liar I gave into the fire
20033	THANK U NEXT	Ariana Grande	Thought Id end up with Sean
20055	PROBLEM	Ariana Grande - Iggy Azalea	Hey baby even though
20299	LOVE ME HARDER	Ariana Grande - Weeknd (The)	Tell me something I need to know
19457	BREAK FREE	Ariana Grande - Zedd	If you want it take it
01412	HOJE TEM SAMBA	Arlindo Cruz	A minha vida anda triste tô brigado
15541	MEU LUGAR	Arlindo Cruz	O meu lugar é caminho de Ogum e Iansã
01619	PARA DE PARADINHA	Arlindo Cruz	Se liga no papo xará sem essa você vai quebrar
15598	VAI EMBORA TRISTEZA	Arlindo Cruz	O vento traz o cheiro da alegria e avisa que
16071	O QUE É O AMOR	Arlindo Cruz - Maria Rita	Se perguntar o que é o amor pra mim
06447	BICHO DO MATO	Arlindo Farias	Sou bicho feito do mato não tenho medo
15523	BOM APRENDIZ	Arlindo Neto	La laiá la...Vai e diz a ela que não dá
01281	A FILHA	Armandinho	Quando me dá uma louca eu saio pra rua
09613	ANALUA	Armandinho	De repente uma nuvem encobriu a lua
01322	BABILÔNIA ME CHAMA	Armandinho	Babilônia me chama e eu quero ficar
07909	BALANÇO DA REDE	Armandinho	É no balanço da rede é no balanço do
07922	CASINHA	Armandinho	Oi oi... Fazer uma casinha no alto do morro
07334	DESENHO DE DEUS	Armandinho	Quando Deus te desenhou Ele tava namorando
07365	FOLHA DE BANANEIRA	Armandinho	Fuma fuma fuma folha de bananeira
09843	MORENA NATIVA	Armandinho	Morena nativa desde criança passou a infância
01019	OUTRA VIDA	Armandinho	Talvez não seja nessa vida ainda
07665	PAULINHA	Armandinho	Eu conheci Paulinha numa noite de verão
09531	SEMENTE	Armandinho	Semente semente... Se não mente fala a
07700	SENTIMENTO	Armandinho	Sentimento você não sabe o que se passa
16569	SOL LOIRO	Armandinho	Te sinto tao longe longe longe longe
07472	URSINHO DE DORMIR	Armandinho	E hoje eu descobri o quanto te quero ursinho
16549	TOCA UMA REGGUERA AI	Armandinho - Fabao	O meu toca uma regguera ai
07005	CARUSO	Armando Valsani	Qui dove il mare luccica e tira
15203	A CASA É SUA	Arnaldo Antunes	Não me falta cadeira não me falta sofá
16048	A NOSSA CASA	Arnaldo Antunes	Na nossa casa amor-perfeito é mato
15845	DIZEM (QUEM ME DERA)	Arnaldo Antunes	O mundo está bem melhor do que há cem anos
16894	ENVELHECER	Arnaldo Antunes	A coisa mais moderna que existe
01591	INVEJOSO	Arnaldo Antunes	O carro do vizinho é muito mais possa
16297	PÕE FÉ QUE JÁ É	Arnaldo Antunes	Se você não tem medo se você não tem
16330	SAIBA	Arnaldo Antunes	Saiba todo mundo foi neném
06614	LIBERA O TÓIM	Arriba Saia	Sequestraram o Toim sequestraram o Toim
19958	SUSANNA	Art Company The	We sit together on the sofa
09119	I ONLY HAVE EYES FOR YOU	Art Garfunkel	Are the stars out tonight
04344	AGAMAMOU	Art Popular	A galera lá do morro do Salgueiro e
03306	BOM BOCADO	Art Popular	Ai ai ai... Oh oh oh... Como um bom bocado
04435	DIZEM QUE A FELICIDADE	Art Popular	Dizem que a felicidade é um momento
16933	ENCONTRO	Art Popular	O amor chegou pra mim era noite de
03797	FRICOTE	Art Popular	Você é meu amor te quero de novo
06179	HISTÓRIA SEM FIM	Art Popular	Lerê rê rê... O seu amor desejo eu tava louco
03845	IRAÊ	Art Popular	Vejo você me olhar ah, que olhar
